Time (s)	Real (E)	Complex (E)
-2.3896648921741386e-11	6.183961706249769e-14	-2.312122285385951e-15
-2.38796527276254e-11	9.801045263457786e-14	1.7359960770590504e-14
-2.386265653350941e-11	1.1534807389988955e-13	4.3075111389389544e-14
-2.3845660339393423e-11	1.0032861197449051e-13	1.0273005714415082e-13
-2.3828664145277435e-11	2.5359566936336316e-14	1.6596242686231543e-13
-2.3811667951161447e-11	-8.943024996566187e-14	1.51193925279068e-13
-2.379467175704546e-11	-1.5983901483494855e-13	5.906215383111214e-14
-2.377767556292947e-11	-1.422487587944841e-13	-4.956923144697299e-14
-2.3760679368813483e-11	-6.950073093462023e-14	-6.847949025070958e-14
-2.3743683174697495e-11	-1.7887981709020805e-14	5.126488533645417e-14
-2.3726686980581507e-11	-1.1907420269206058e-14	1.777163808896121e-13
-2.370969078646552e-11	-1.5388739836707488e-14	1.5833663020165367e-13
-2.3692694592349532e-11	-7.191443579097724e-15	3.792197888992372e-14
-2.3675698398233544e-11	3.625250989231953e-14	-2.196569534309576e-14
-2.3658702204117556e-11	1.0145266640202626e-13	-8.032420449164716e-15
-2.3641706010001568e-11	1.3951256100997162e-13	2.3163893564342363e-14
-2.362470981588558e-11	1.18767381155762e-13	8.712017882767884e-14
-2.3607713621769592e-11	2.0698551853112583e-14	1.5467381364574e-13
-2.3590717427653604e-11	-1.0994480992502426e-13	1.706088616995638e-13
-2.3573721233537616e-11	-1.7631236781552785e-13	1.4297247654203855e-13
-2.355672503942163e-11	-1.511285503528615e-13	7.838847371659924e-14
-2.353972884530564e-11	-7.581234717803536e-14	2.8042029590158348e-14
-2.3522732651189653e-11	-1.8614535649276928e-14	7.42121895456139e-14
-2.3505736457073665e-11	-1.8901944203819192e-14	1.5523792048245456e-13
-2.3488740262957677e-11	-4.284438433075494e-14	1.3804832239162856e-13
-2.347174406884169e-11	-4.3839762276143484e-14	3.2790719932235474e-14
-2.34547478747257e-11	9.599841820149872e-15	-3.0408339087703866e-14
-2.3437751680609713e-11	9.204693115496355e-14	-2.375415219588206e-14
-2.3420755486493725e-11	1.3706401320908063e-13	1.3144994573247739e-14
-2.3403759292377737e-11	1.0608414099540514e-13	8.350830543268167e-14
-2.338676309826175e-11	-2.1289464832007292e-15	1.494611223798049e-13
-2.3369766904145762e-11	-1.2851469277439056e-13	1.7907398172998154e-13
-2.3352770710029774e-11	-1.791305050501331e-13	2.0226797728592435e-13
-2.3335774515913786e-11	-1.4468467978300927e-13	1.9109709161495581e-13
-2.3318778321797798e-11	-6.873297169438541e-14	1.317029396881919e-13
-2.330178212768181e-11	-4.474122269148841e-15	1.1007716993732667e-13
-2.3284785933565822e-11	-8.610266882412824e-15	1.3457262200010097e-13
-2.3267789739449834e-11	-5.694536931458633e-14	1.147784241601587e-13
-2.3250793545333846e-11	-7.469055592056126e-14	3.597826911321205e-14
-2.323379735121786e-11	-2.068606052964294e-14	-1.7368630695401383e-14
